"nameOrig","cites_of_top_papers","url_scholar_local","urlFromFileHYPERLINK","urlScholar","googleSearchCV"
"Keys, Benjamin J","281","http://scholar.google.com/scholar?as_q=economics&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Benjamin%20Keys&as_publication=&as_ylo=2013&as_yhi=&as_vis=0&btnG=&hl=en&num=10&as_sdt=1%2C5","","=HYPERLINK(""https://www.google.com/?q=Benjamin+J+Keys+CV"",""CV-Search"")"
"Laufer, Steven","42","http://scholar.google.com/scholar?as_q=Steven%20economics&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Steven%20Laufer&as_publication=&as_ylo=2013&as_yhi=&as_vis=0&btnG=&hl=en&num=10&as_sdt=1%2C5","","=HYPERLINK(""https://www.google.com/?q=Steven+Laufer+CV"",""CV-Search"")"
"Ben-David, Itzhak","532","http://scholar.google.com/scholar?as_q=Itzhak%20economics&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Itzhak%20Ben-David&as_publication=&as_ylo=2013&as_yhi=&as_vis=0&btnG=&hl=en&num=10&as_sdt=1%2C5","","=HYPERLINK(""https://www.google.com/?q=Itzhak+Ben-David+CV"",""CV-Search"")"
"Gross, Tal","267","http://scholar.google.com/scholar?as_q=Tal%20economics&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Tal%20Gross&as_publication=&as_ylo=2013&as_yhi=&as_vis=0&btnG=&hl=en&num=10&as_sdt=1%2C5","","=HYPERLINK(""https://www.google.com/?q=Tal+Gross+CV"",""CV-Search"")"
"Palmer, Christopher John","99","http://scholar.google.com/scholar?as_q=Christopher%20economics&as_epq=Christopher%20Palmer&as_oq=MIT&as_eq=genetics&as_occt=any&as_sauthors=Christopher%20Palmer&as_publication=&as_ylo=2013&as_yhi=&as_vis=0&btnG=&hl=en&num=10&as_sdt=1%2C5","=HYPERLINK(""http://scholar.google.com/citations?hl=en&user=OOrSzlkAAAAJ"",""Self-Curated"")","=HYPERLINK(""https://www.google.com/?q=Christopher+Palmer+CV"",""CV-Search"")"
